"Uniprot_Accession","Uniprot_ID","REACTOME_ID","REACTOME_description"
"P97364","SPS2_MOUSE","R-MMU-2408557","Selenocysteine synthesis"
"Q62077","PLCG1_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q62077","PLCG1_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q99NH8","TREM2_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q99NH8","TREM2_MOUSE","R-MMU-2424491","DAP12 signaling"
"O54957","LAT_MOUSE","R-MMU-2424491","DAP12 signaling"
"O54957","LAT_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q8BTI9","PK3CB_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q8BTI9","PK3CB_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q60992","VAV2_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q60992","VAV2_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q62245","SOS1_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q62245","SOS1_MOUSE","R-MMU-2424491","DAP12 signaling"
"O08908","P85B_MOUSE","R-MMU-2424491","DAP12 signaling"
"O08908","P85B_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q60631","GRB2_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q60631","GRB2_MOUSE","R-MMU-2424491","DAP12 signaling"
"P39688","FYN_MOUSE","R-MMU-2424491","DAP12 signaling"
"P39688","FYN_MOUSE","R-MMU-2424491","DAP12 signaling"
"P32883","RASK_MOUSE","R-MMU-2424491","DAP12 signaling"
"P32883","RASK_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q9R0C8","VAV3_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q9R0C8","VAV3_MOUSE","R-MMU-2424491","DAP12 signaling"
"O54885","TYOBP_MOUSE","R-MMU-2424491","DAP12 signaling"
"O54885","TYOBP_MOUSE","R-MMU-2424491","DAP12 signaling"
"P06240","LCK_MOUSE","R-MMU-2424491","DAP12 signaling"
"P06240","LCK_MOUSE","R-MMU-2424491","DAP12 signaling"
"O54707","KLRD1_MOUSE","R-MMU-2424491","DAP12 signaling"
"O54707","KLRD1_MOUSE","R-MMU-2424491","DAP12 signaling"
"P26450","P85A_MOUSE","R-MMU-2424491","DAP12 signaling"
"P26450","P85A_MOUSE","R-MMU-2424491","DAP12 signaling"
"P08556","RASN_MOUSE","R-MMU-2424491","DAP12 signaling"
"P08556","RASN_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q8CIH5","PLCG2_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q8CIH5","PLCG2_MOUSE","R-MMU-2424491","DAP12 signaling"
"O89100","GRAP2_MOUSE","R-MMU-2424491","DAP12 signaling"
"O89100","GRAP2_MOUSE","R-MMU-2424491","DAP12 signaling"
"P42337","PK3CA_MOUSE","R-MMU-2424491","DAP12 signaling"
"P42337","PK3CA_MOUSE","R-MMU-2424491","DAP12 signaling"
"P48025","KSYK_MOUSE","R-MMU-2424491","DAP12 signaling"
"P48025","KSYK_MOUSE","R-MMU-2424491","DAP12 signaling"
"O54709","NKG2D_MOUSE","R-MMU-2424491","DAP12 signaling"
"O54709","NKG2D_MOUSE","R-MMU-2424491","DAP12 signaling"
"P63001","RAC1_MOUSE","R-MMU-2424491","DAP12 signaling"
"P63001","RAC1_MOUSE","R-MMU-2424491","DAP12 signaling"
"P01887","B2MG_MOUSE","R-MMU-2424491","DAP12 signaling"
"P01887","B2MG_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q61411","RASH_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q61411","RASH_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q60787","LCP2_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q60787","LCP2_MOUSE","R-MMU-2424491","DAP12 signaling"
"P35991","BTK_MOUSE","R-MMU-2424491","DAP12 signaling"
"P35991","BTK_MOUSE","R-MMU-2424491","DAP12 signaling"
"Q60751","IGF1R_MOUSE","R-MMU-2428928","IRS-related events triggered by IGF1R"
"P35569","IRS1_MOUSE","R-MMU-2428928","IRS-related events triggered by IGF1R"
"P81122","IRS2_MOUSE","R-MMU-2428928","IRS-related events triggered by IGF1R"
"P09535","IGF2_MOUSE","R-MMU-2428928","IRS-related events triggered by IGF1R"
"Q9Z0Y7","IRS4_MOUSE","R-MMU-2428928","IRS-related events triggered by IGF1R"
"P05017","IGF1_MOUSE","R-MMU-2428928","IRS-related events triggered by IGF1R"
"P05017","IGF1_MOUSE","R-MMU-2428933","SHC-related events triggered by IGF1R"
"P05017","IGF1_MOUSE","R-MMU-2428933","SHC-related events triggered by IGF1R"
"Q62245","SOS1_MOUSE","R-MMU-2428933","SHC-related events triggered by IGF1R"
"Q62245","SOS1_MOUSE","R-MMU-2428933","SHC-related events triggered by IGF1R"
"Q60631","GRB2_MOUSE","R-MMU-2428933","SHC-related events triggered by IGF1R"
"Q60631","GRB2_MOUSE","R-MMU-2428933","SHC-related events triggered by IGF1R"
"Q60751","IGF1R_MOUSE","R-MMU-2428933","SHC-related events triggered by IGF1R"
"Q60751","IGF1R_MOUSE","R-MMU-2428933","SHC-related events triggered by IGF1R"
"P09535","IGF2_MOUSE","R-MMU-2428933","SHC-related events triggered by IGF1R"
"P09535","IGF2_MOUSE","R-MMU-2428933","SHC-related events triggered by IGF1R"
"Q91ZQ5","RPE65_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"O35600","ABCA4_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"P15409","OPSD_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"Q8VCH7","RDH10_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"Q9DBW0","CP4V2_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"Q9QYF1","RDH11_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"Q8BYK4","RDH12_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"Q9Z275","RLBP1_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"Q00724","RET4_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"P49194","RET3_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"Q58NB6","DHRS9_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"P07309","TTHY_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"O70491","STRA6_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"Q9JI60","LRAT_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"Q8K3P0","DR9C7_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"Q00915","RET1_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"P97479","MYO7A_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"Q9R092","H17B6_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"O55240","RDH5_MOUSE","R-MMU-2453902","The canonical retinoid cycle in rods (twilight vision)"
"P20489","FCERA_MOUSE","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling"
"P01844","LAC2_MOUSE","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling"
"P01845","LAC3_MOUSE","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling"
"P01749","HVM05_MOUSE","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling"
"P18531","HVM60_MOUSE","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling"
"P25911","LYN_MOUSE","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling"
"P06327","HVM52_MOUSE","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling"
"O54957","LAT_MOUSE","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling"
"P20764","IGLL1_MOUSE","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling"
"P01627","KV2A2_MOUSE","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling"
"P06328","HVM49_MOUSE","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling"
"P48025","KSYK_MOUSE","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling"
"P01754","HVM10_MOUSE","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling"
"P06336","IGHE_MOUSE","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling"
"P20491","FCERG_MOUSE","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling"
"P20490","FCERB_MOUSE","R-MMU-2454202","Fc epsilon receptor (FCERI) signaling"
"Q8C0P0","GWL_MOUSE","R-MMU-2465910","MASTL Facilitates Mitotic Progression"
"P56212","ARP19_MOUSE","R-MMU-2465910","MASTL Facilitates Mitotic Progression"
"Q9ESN5","CENPK_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P49452","CENPC_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8BH74","NU107_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CYC5","DSN1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"O09061","PSB1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q3UX10","TBAL3_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CPV1","SKA1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q3UK10","B9D2_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CQU5","ZWINT_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q66JQ7","KNL1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"O88485","DC1I1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8BG32","PSD11_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"O08901","BUB1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8C3Y4","KNTC1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P60330","ESPL1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P52482","UB2E1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P97371","PSME1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9JJZ2","TBA8_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9Z1S0","BUB1B_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8BG41","PSB11_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q6PFD9","NUP98_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P0CG50","UBC_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9Z1B5","MD2L1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9R1P3","PSB2_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CQJ7","PTTG1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9ERR1","NDEL1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9WTX8","MD1L1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9R1P4","PSA1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q3U3S3","CENPL_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9Z2U0","PSA7_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9WVJ2","PSD13_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P61080","UB2D1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P05213","TBA1B_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P54775","PRS6B_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CX56","PSMD8_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P70195","PSB7_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9D084","CENPS_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P63330","PP2AA_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q923A2","SPDLY_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q65Z40","WAPL_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9WU62","INCE_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9ERD7","TBB3_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8BHL8","PSMF1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"A2A6Q5","CDC27_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CY25","MIS12_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q7TSY8","SGO2_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q3TJM4","CENPT_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P68369","TBA1A_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q99JI4","PSMD6_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q922S8","KIF2C_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P63087","PP1G_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q7TNP2","2AAB_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9Z2X2","PSD10_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P68372","TBB4B_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9QUM9","PSA6_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8VH37","HDAC8_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q921J4","UBE2S_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9WVM3","APC7_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8K305","NSL1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8BZQ7","ANC2_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CQA0","CENPM_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P59235","NUP43_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9Z2U1","PSA5_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9JJ66","CDC20_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8R349","CDC16_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q6PDL0","DC1L2_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"O35638","STAG2_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CWF2","TBB2B_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CZW2","CENPN_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P62715","PP2AB_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CPV5","PMF1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P28740","KIF2A_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q6RT24","CENPE_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P62984","RL40_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P49722","PSA2_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q3UA16","SPC25_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9D6F9","TBB4A_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9D083","SPC24_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8K1K4","CENPI_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P62334","PRS10_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q6A026","PDS5A_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"O70126","AURKB_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8BRT1","CLAP2_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q5SSW2","PSME4_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CR46","SKA2_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q91W96","APC4_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q922J3","CLIP1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q5F2E8","TAOK1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"O70435","PSA3_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q6ZWU9","RS27_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q76MZ3","2AAA_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P28063","PSB8_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q80TV8","CLAP1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P63005","LIS1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8C4M7","CENPU_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q99P69","NUF2_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"O35593","PSDE_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P26516","PSMD7_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8R0G9","NU133_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8BTZ4","APC5_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P63168","DYL1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9Z0W3","NU160_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P46471","PRS7_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9D1M0","SEC13_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CPV2","APC16_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"O35226","PSMD4_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8BK67","RCC2_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9D3E6","STAG1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q61151","2A5E_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8C0N1","KIF2B_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9D0F1","NDC80_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"O88487","DC1I2_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8K2H6","APC10_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8BGZ4","CDC23_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9R1P1","PSB3_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q6PD03","2A5A_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8K015","CENPO_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P99026","PSB4_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8BJY1","PSMD5_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P60007","APC15_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CXH7","SGO1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P46061","RAGP1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CR00","PSMD9_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CQ82","CENPR_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"A2AGT5","CKAP5_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"O35685","NUDC_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"O55234","PSB5_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P14685","PSMD3_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"A2AQ07","TBB1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"O88685","PRS6A_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P68373","TBA1C_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CPQ5","CENPQ_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8CJF7","ELYS_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9ERU9","RBP2_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q4VA53","PDS5B_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8R1Q8","DC1L1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9QYM8","CENPH_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q6P5F9","XPO1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8BHX3","BOREA_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9D0M5","DYL2_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q60996","2A5G_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CWH6","PSMA8_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8R480","NUP85_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CWU9","NUP37_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P62192","PRS4_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q99JP4","CDC26_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q6PD28","2A5B_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q60692","PSB6_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9WVA3","BUB3_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CW03","SMC3_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CZA6","NDE1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P28076","PSB9_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q07832","PLK1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P68368","TBA4A_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8VDM4","PSMD2_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"O54692","ZW10_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P0CG49","UBB_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q61166","MARE1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q3TXS7","PSMD1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q922F4","TBB6_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9D1C1","UBE2C_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P62196","PRS8_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q7TMM9","TBB2A_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9JHU4","DYHC1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CU62","SMC1A_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CPX9","APC11_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q61550","RAD21_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9R1P0","PSA4_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9D8W5","PSD12_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P53995","APC1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8R2U0","SEH1_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q91WD7","KI18A_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8BHK9","ERC6L_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P62983","RS27A_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CZ92","CENPP_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q9CPY3","CDCA5_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"O35216","CENPA_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P05214","TBA3_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q8R060","ZWILC_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P97372","PSME2_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"O35955","PSB10_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"P61290","PSME3_MOUSE","R-MMU-2467813","Separation of Sister Chromatids"
"Q61550","RAD21_MOUSE","R-MMU-2468052","Establishment of Sister Chromatid Cohesion"
"Q9CPY3","CDCA5_MOUSE","R-MMU-2468052","Establishment of Sister Chromatid Cohesion"
"Q8CIB9","ESCO2_MOUSE","R-MMU-2468052","Establishment of Sister Chromatid Cohesion"
"Q9CU62","SMC1A_MOUSE","R-MMU-2468052","Establishment of Sister Chromatid Cohesion"
"O35638","STAG2_MOUSE","R-MMU-2468052","Establishment of Sister Chromatid Cohesion"
"Q69Z69","ESCO1_MOUSE","R-MMU-2468052","Establishment of Sister Chromatid Cohesion"
"Q9CW03","SMC3_MOUSE","R-MMU-2468052","Establishment of Sister Chromatid Cohesion"
"Q9D3E6","STAG1_MOUSE","R-MMU-2468052","Establishment of Sister Chromatid Cohesion"
"Q4VA53","PDS5B_MOUSE","R-MMU-2468052","Establishment of Sister Chromatid Cohesion"
"Q65Z40","WAPL_MOUSE","R-MMU-2468052","Establishment of Sister Chromatid Cohesion"
"Q6A026","PDS5A_MOUSE","R-MMU-2468052","Establishment of Sister Chromatid Cohesion"
"Q9D2X5","SCC4_MOUSE","R-MMU-2470946","Cohesin Loading onto Chromatin"
"Q6A026","PDS5A_MOUSE","R-MMU-2470946","Cohesin Loading onto Chromatin"
"Q9CU62","SMC1A_MOUSE","R-MMU-2470946","Cohesin Loading onto Chromatin"
"Q6KCD5","NIPBL_MOUSE","R-MMU-2470946","Cohesin Loading onto Chromatin"
"O35638","STAG2_MOUSE","R-MMU-2470946","Cohesin Loading onto Chromatin"
"Q4VA53","PDS5B_MOUSE","R-MMU-2470946","Cohesin Loading onto Chromatin"
"Q9CW03","SMC3_MOUSE","R-MMU-2470946","Cohesin Loading onto Chromatin"
"Q9D3E6","STAG1_MOUSE","R-MMU-2470946","Cohesin Loading onto Chromatin"
"Q61550","RAD21_MOUSE","R-MMU-2470946","Cohesin Loading onto Chromatin"
"Q65Z40","WAPL_MOUSE","R-MMU-2470946","Cohesin Loading onto Chromatin"
"Q04998","INHBA_MOUSE","R-MMU-2473224","Antagonism of Activin by Follistatin"
"P47931","FST_MOUSE","R-MMU-2473224","Antagonism of Activin by Follistatin"
"Q04999","INHBB_MOUSE","R-MMU-2473224","Antagonism of Activin by Follistatin"
"Q9EQC7","FSTL3_MOUSE","R-MMU-2473224","Antagonism of Activin by Follistatin"
"P23440","PDE6B_MOUSE","R-MMU-2485179","Activation of the phototransduction cascade"
"Q61012","GBG1_MOUSE","R-MMU-2485179","Activation of the phototransduction cascade"
"P20612","GNAT1_MOUSE","R-MMU-2485179","Activation of the phototransduction cascade"
"P09174","CNRG_MOUSE","R-MMU-2485179","Activation of the phototransduction cascade"
"P62874","GBB1_MOUSE","R-MMU-2485179","Activation of the phototransduction cascade"
"P27664","PDE6A_MOUSE","R-MMU-2485179","Activation of the phototransduction cascade"
"P15409","OPSD_MOUSE","R-MMU-2485179","Activation of the phototransduction cascade"
"P29974","CNGA1_MOUSE","R-MMU-2485179","Activation of the phototransduction cascade"
"P05213","TBA1B_MOUSE","R-MMU-2500257","Resolution of Sister Chromatid Cohesion"
"Q9CYC5","DSN1_MOUSE","R-MMU-2500257","Resolution of Sister Chromatid Cohesion"
"Q7TSY8","SGO2_MOUSE","R-MMU-2500257","Resolution of Sister Chromatid Cohesion"
"O88485","DC1I1_MOUSE","R-MMU-2500257","Resolution of Sister Chromatid Cohesion"
